bio_url,bio,name,voice_model,advanced_voice_model,fallout4_voice_folder,race,gender,species,refid_int,baseid_int,author and notes,base_id,ref_id
/wiki/Brian_Fitzgerald,Brian Fitzgerald is a man living in the Commonwealth in 2287.,Brian Fitzgerald,MaleTriggerman,,NPCMBrianFitzgerald,Human,Male,,561473,237517,YetAnotherModder,039FCD,89141
/wiki/Deezer,Deezer is a unique Mister Handy living in the Commonwealth in 2287.,Deezer,robot_mrhandy,,RobotDeezer,Mister Handy,Male,,561489,561345,YetAnotherModder,0890C1,89151
/wiki/Patricia_Montgomery,She was one of the scientists in the Compound but was sent to the settlement by Roslyn Chambers to take care of the people there due to the settlement's lack of medical personnel.,Doctor Patricia,femaleboston,,NPCFDoctorPatricia,Human,Female,,992364,992362,YetAnotherModder,0F246A,0F246C
/wiki/Dora,Dora is a house cat that belongs to the town of Covenant in 2287.,Dora,femaleghoul,,crcat,House cat,Female,,1827848,1827847,YetAnotherModder,1BE407,1BE408
/wiki/Honest_Dan,Honest Dan is a caravan master hired by Old Man Stockton to investigate the disappearance of a caravan near the settlement of Covenant in 2287.,Honest Dan,MaleBoston,,NPCMHonestDan,Human,Male,,237525,237509,YetAnotherModder,039FC5,039FD5
/wiki/Jacob_Orden,Jacob Orden is the mayor of the small settlement of Covenant.,Jacob Orden,maleboston,,NPCMJacobOrden,Human,Male,,561475,237523,YetAnotherModder,039FD3,89143
/wiki/Penny_Fitzgerald,Penny is a merchant who can be found in the town of Covenant in 2287.,Penny Fitzgerald,femaleboston,,NPCFPennyFitzgerald,Human,Female,,341988,341986,YetAnotherModder,53700,370000
/wiki/Swanson,Swanson is a watchman living in Covenant in 2287.,Swanson,maleboston,,NPCMSwanson,Human,Male,,131954,225366,YetAnotherModder,37056,20372
/wiki/Talia_McGovern,Talia McGovern is a woman living in Covenant in 2287.,Talia McGovern,femaleboston,,NPCFTaliaMcGovern,Human,Female,,341990,237521,YetAnotherModder,039FD1,0
/wiki/Ted_Huntley,Ted Huntley is a man living in the Commonwealth in 2287.,Ted Huntley,maleboston,,NPCMTedHuntley,Human,Male,,561474,237519,YetAnotherModder,039FCF,89142
/wiki/Amelia_Stockton,Amelia Stockton is a runaway synth living in the Commonwealth in 2287.,Amelia Stockton,FemaleBoston,,NPCFAmeliaStockton,Synth,Female,,121820,237512,YetAnotherModder,039FC8,01DBDC
/wiki/Tach_Blythe,Tach[1] Blythe is a scientist working for Covenant in the Commonwealth in 2287.,Blythe,maleboston,,NPCMBlythe,Human,Male,,997103,997092,YetAnotherModder,0F36E4,0F36EF
/wiki/Manny,"Manny is the leader of the Compound guards and is located in the Compound himself, guarding the entrance with a turret and two other guards.",Manny,maleboston,,NPCMManny,Human,Male,,346897,346894,YetAnotherModder,054B0E,054B11
/wiki/Roslyn_Chambers,Dr.,Dr. Roslyn Chambers,femaleboston,,NPCFRoslynChambers,Human,Female,,235483,225365,YetAnotherModder,37055,0397DB
/wiki/Foster_(Fallout_4),"Brother Foster is a member of the Church of the Children of Atom, and resides in the Crater of Atom in 2287.",Brother Foster,ChildrenOfAtomMale01,,ChildrenOfAtomMale01,Human,Male,,1235789,1235788,YetAnotherModder,12DB4C,12DB4D
/wiki/Griffith,Brother Griffith is a member of the Church of the Children of Atom in 2287.,Brother Griffith,ChildrenOfAtomMale02,,ChildrenOfAtomMale02,Human,Male,,1235787,1235786,YetAnotherModder,12DB4A,12DB4B
/wiki/Ogden,"Brother Ogden is a member of the Church of the Children of Atom, found at their village in the Glowing Sea in 2287.",Brother Ogden,ChildrenOfAtomMale01,,ChildrenOfAtomMale01,Human,Male,,1397337,1262189,YetAnotherModder,13426D,155259
/wiki/Ward_(Fallout_4),Ward is a faithful devotee to Atom and spends most of his time praying at the Crater of Atom.,Brother Ward,ChildrenOfAtomMale01,,ChildrenOfAtomMale01,Human,Male,,1355850,1262191,YetAnotherModder,13426F,14B04A
/wiki/Isolde,Mother Isolde is the spiritual leader of a peaceful sect of the Children of Atom living near the Commonwealth in the late 2280s.,Mother Isolde,FemaleEvenToned,,FemaleEvenToned,Human,Female,,1235785,1235784,YetAnotherModder,12DB48,12DB49
/wiki/Layla_(Fallout_4),Sister Layla can be found in the Crater of Atom in the Glowing Sea.,Sister Layla,FemaleEvenToned,,ChildrenOfAtomFemale01,Human,Female,,1355851,1262190,YetAnotherModder,13426E,14B04B
/wiki/Verena,"Sister Verena is a member of the Church of the Children of Atom, found at the Crater of Atom in the Glowing Sea.",Sister Verena,FemaleEvenToned,,ChildrenOfAtomFemale01,Human,Female,,1355852,1262188,YetAnotherModder,13426C,14B04C
/wiki/Bosco,Bosco is a raider boss operating inside D.,Bosco,MaleRaider02,,RaiderMale02,Human,Male,,516478,1204954,YetAnotherModder,1262DA,07E17E
/wiki/Slim_(Fallout_4),Slim is a ghoul chem merchant located east of the D.,Slim,MaleGhoul,,MaleGhoul,Ghoul,Male,,1432801,1432802,YetAnotherModder,15DCE2,15DCE1
/wiki/Dando,Dando is a man living in the Commonwealth in 2287.,Dando,MaleEvenToned,,MaleRough,Human,Male,,1428780,1428778,YetAnotherModder,15CD2A,15CD2C
/wiki/Ruby_(Fallout_4),Ruby is a mongrel living in the Commonwealth in 2287.,Ruby,maleghoul,,crferaldogvoice,Mongrel,Male,,1428793,1428794,YetAnotherModder,15CD3A,15CD39
/wiki/Shug,Shug is a mongrel living in the Commonwealth in 2287.,Shug,maleghoul,,crferaldogvoice,Mongrel,Male,,1432724,1432725,YetAnotherModder,15DC95,15DC94
/wiki/Abbot,Abbot is the caretaker of the wall in Diamond City in 2287.,Abbot,maleboston,,NPCMAbbot,Human,Male,,12073,12072,YetAnotherModder,002F28,002F29
/wiki/Ann_Codman,"Ann Codman is a snobby, rude woman living in the upper stands of Diamond City in 2287.",Ann Codman,FemaleBoston,,NPCFAnnCodman,Human,Female,,12047,12046,YetAnotherModder,002F0E,002F0F
/wiki/Arturo_Rodriguez,"Arturo Rodriguez is the owner of Commonwealth Weaponry, a weapon shop located inside of the Diamond City market, in business in 2287.",Arturo Rodriguez,maleboston,,NPCMArturo,Human,Male,,11449,11447,YetAnotherModder,002CB7,002CB9
/wiki/Cathy,"Cathy is a hair stylist living in Diamond City, in 2287.",Cathy,femaleboston,,NPCFCathy,Human,Female,,11473,11471,YetAnotherModder,002CCF,002CD1
/wiki/Clarence_Codman,"Clarence Codman is a businessman living in the upper stands of Diamond City in 2287, descended from the oldest family in the settlement.",Clarence Codman,maleboston,,NPCMClarenceCodman,Human,Male,,12045,12044,YetAnotherModder,002F0C,002F0D
/wiki/Colette_Cooke,Colette is the daughter of Henry Cooke and a visitor to Diamond City in 2287.,Colette,femaleboston,,NPCFColette,Human,Female,,12033,12032,YetAnotherModder,002F00,002F01
/wiki/Danny_Sullivan,Danny Sullivan is the gatekeeper for the main entrance of Diamond City in the Commonwealth in 2287.,Danny Sullivan,maleboston,,NPCMDannySullivan,Human,Male,,104917,102591,YetAnotherModder,0190BF,0199D5
/wiki/Darcy_Pembroke,Darcy Pembroke is a resident of Diamond City in 2287.,Darcy Pembroke,femaleboston,,NPCFDarcyPembroke,Human,Female,,12057,12056,YetAnotherModder,002F18,002F19
/wiki/Sun,Doctor Sun is a doctor and facial reconstruction surgeon who resides in Diamond City in the year 2287.,Doctor Sun,maleboston,,NPCMDoctorSun,Human,Male,,134033,134030,YetAnotherModder,020B8E,020B91
/wiki/Eustace,Eustace Hawthorne is a woman living in the upper stands of Diamond City in 2287.,Eustace,femaleboston,,NPCFEustace,Human,Female,,12059,12058,YetAnotherModder,002F1A,002F1B
/wiki/Geneva,"Geneva is the secretary of Mayor McDonough, living in Diamond City in 2287.",Geneva,scribe_neriah,,NPCFGeneva,Human,Female,,12043,12042,YetAnotherModder,002F0A,002F0B
/wiki/John_(Fallout_4),John is a hairstylist and barber who resides in the Diamond City market in 2287.,John,maleboston,,NPCMJohn,Human,Male,,11468,11467,YetAnotherModder,002CCB,002CCC
/wiki/Kyle_(Fallout_4),Kyle is a resident of Diamond City.,Kyle,MaleEvenToned,,MaleRough,Human,Male,,1359720,1359721,YetAnotherModder,14BF69,14BF68
/wiki/Malcom_Latimer,Malcolm Latimer (mispelled in-game as Malcom) is a wealthy resident and an associate of the Triggermen living in Diamond City in the Commonwealth in 2287.,Malcom Latimer,maleboston,,NPCMMalcolmLatimer,Human,Male,,12049,12048,YetAnotherModder,002F10,002F11
/wiki/McDonough,"Mayor McDonough is the mayor of Diamond City in 2287, during the events of Fallout.",Mayor McDonough,maleold,,NPCMMayorMcDonough,Synth,Male,,12041,12040,YetAnotherModder,002F08,002F09
/wiki/Mel_(Fallout_4),Mel is a tech expert associated with Bobbi No-Nose incarcerated in Diamond City's security office in 2287.,Mel,maleboston,,NPCMMel,Human,Male,,1178669,336244,YetAnotherModder,52174,11FC2D
/wiki/Moe_Cronin,"Moe Cronin is a merchant who resides in Diamond City in 2287, running the Swatters Custom Baseball Bat Store in the Diamond City market.",Moe Cronin,maleboston,,NPCMMoeCronin,Human,Male,,11438,11442,YetAnotherModder,002CB2,002CAE
/wiki/Myrna,"Myrna, referred to as Crazy Myrna by Piper, is an anti-synth conspiracy theorist and the proprietor of a junk shop operating in Diamond City in 2287.",Myrna,femaleboston,,NPCFMyrna,Human,Female,,11456,11455,YetAnotherModder,002CBF,002CC0
/wiki/Nat_Wright,"Natalie ""Nat"" Wright is the little sister of Piper and a resident of Diamond City in 2287.",Nat,tinadeluca,,NPCFNat,Human,Female,,12065,12064,YetAnotherModder,002F20,002F21
/wiki/Nelson_Latimer,Nelson Latimer is a wealthy resident of Diamond City in 2287.,Nelson Latimer,maleboston,,NPCMNelsonLatimer,Human,Male,,12051,12050,YetAnotherModder,002F12,002F13
/wiki/Paul_Pembroke,Paul Pembroke is a resident of Diamond City in 2287.,Paul Pembroke,MaleEvenToned,,NPCMPaulPembroke,Human,Male,,12054,12052,YetAnotherModder,002F14,002F16
/wiki/Percy_(Fallout_4),Percy was salvaged by Myrna and programmed as the night-shift salesperson at Diamond City Surplus.,Percy,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,11458,11457,YetAnotherModder,002CC1,002CC2
/wiki/Piper_Wright,"Piper Wright is a reporter living in Diamond City in 2287, running the local newspaper Publick Occurrences with her younger sister, Nat.",Piper,Piper,,NPCFPiper,Human,Female,,12063,12062,YetAnotherModder,002F1E,002F1F
/wiki/Polly_(Fallout_4),Polly is a butcher living in Diamond City in 2287.,Polly,femaleboston,,NPCFPolly,Human,Female,,11477,11476,YetAnotherModder,002CD4,002CD5
/wiki/Riley_(Fallout_4),Riley is an ordinary resident of Diamond City.,Riley,MaleEvenToned,,MaleEvenToned,Human,Male,,1359717,1359718,YetAnotherModder,14BF66,14BF65
/wiki/Scarlett_(Fallout_4),Scarlett is a waitress who works in the Dugout Inn in Diamond City in 2287.,Scarlett,FemaleBoston,,NPCFScarlett,Human,Female,,307778,307776,YetAnotherModder,04B240,04B242
/wiki/Sheffield,"Sheffield is a former alcoholic, sitting in the Diamond City market in 2287.",Sheffield,MaleOld,,NPCMSheffield,Human,Male,,12039,12038,YetAnotherModder,002F06,002F07
/wiki/Sheng_Kawolski,Sheng Kawolski is a young boy who is in charge of the water purifier in Diamond City in 2287.,Sheng Kawolski,Clem,,NPCMShengKawolski,Human,Male,,12035,12034,YetAnotherModder,002F02,002F03
/wiki/Solomon,Solomon is a merchant living in the Commonwealth in 2287.,Solomon,MaleBoston,,NPCMSolomon,Human,Male,,11453,11451,YetAnotherModder,002CBB,002CBD
/wiki/Takahashi,Takahashi is the Protectron proprietor of Power Noodles in Diamond City in 2287.,Takahashi,ironsides,,RobotTakahashi,Protectron,Male,,11483,11482,YetAnotherModder,002CDA,002CDB
/wiki/Wellingham,Wellingham is a Mister Handy that serves guests at the Colonial Taphouse at the Diamond City market in 2287.,Wellingham,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,12067,12066,YetAnotherModder,002F22,002F23
/wiki/Clements,Pastor Clements is a pastor living within Diamond City in 2287.,Pastor Clements,maleboston,,NPCMPastorClements,Human,Male,,12027,12026,YetAnotherModder,002EFA,002EFB
/wiki/Henry_Cooke,"Henry Cooke is the owner and barkeeper of the Colonial Taphouse and an Institute SRB informant for fugitive synths, living in his house in Diamond City's upper stands in 2287.",Henry Cooke,maleboston,,NPCMHenryCooke,Human,Male,,235998,235997,YetAnotherModder,0399DD,0399DE
/wiki/Travis_Miles,Travis Miles is the radio host for Diamond City Radio in 2287.,Travis Miles,travis_normal,,NPCMTravisMiles,Human,Male,,12071,12070,YetAnotherModder,002F26,002F27
/wiki/Erin_Reische,Erin Reische is a child living in Diamond City in 2287.,Erin Reische,tinadeluca,,FemaleChild,Human,Female,,353808,353806,YetAnotherModder,05660E,56610
/wiki/Gavin_Everitts,Gavin Everitts is a young boy living in Diamond City in 2287.,Gavin Everitts,Clem,,MaleChild,Human,Male,,155872,155871,YetAnotherModder,0260DF,260
/wiki/Miss_Edna,Miss Edna is a Miss Nanny and Mister Zwicky's assistant in Diamond City's schoolhouse in 2287.,Miss Edna,Desdemona,,RobotMsNanny,Miss Nanny,Female,,12021,12020,YetAnotherModder,002EF4,002EF5
/wiki/Zwicky,Mister Zwicky is the teacher in charge of Diamond City's schoolhouse in 2287.,Mister Zwicky,maleboston,,NPCMMisterZwicky,Human,Male,,12023,12022,YetAnotherModder,002EF6,002EF7
/wiki/Nina_Rodriguez,Nina Rodriguez is a young girl living in Diamond City in 2287.,Nina Rodriguez,tinadeluca,,NPCFNinaRodriguez,Human,Female,,12294,12293,YetAnotherModder,3005,3006
/wiki/Phil_Wallace,Phil Wallace is a child living in Diamond City in 2287.,Phil Wallace,Clem,,MaleChild,Human,Male,,871127,353805,YetAnotherModder,05660D,0D4AD7
/wiki/Pete_Pembroke,Pete Pembroke is a child living in Diamond City in 2287.,Pete Pembroke,maleboston,,NPCMPetePembroke,Human,Male,,12055,12053,YetAnotherModder,002F15,002F17
