"﻿name,voice_model",bio,,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
"Drelas,MaleElfHaughty",Drelas is a Dunmer mage who resides in his cottage in the mountains of northern Whiterun Hold.,,/wiki/Drelas,DunmerMaleHaughty,MaleElfHaughty,Dunmer,Male,Elf,0DFA75,0E76C9,,cs,Shawn - not started. Fixed voice model
"East Empire Dockworker,MaleBrute",He is an employee of the East Empire Company who works at the East Empire Company Warehouse in Solitude.,,/wiki/East_Empire_Dockworker,MaleBrute,MaleBrute,Nord,Male,Human,07E5EE,07E5EB,,en,Shawn - started
"Urchin,FemaleChild","Urchin: I'm a young Breton girl, an urchin doing my best to navigate the challenges of city life.",,BretonFemaleChild,FemaleChild,Breton,Female,Human,032EF6,,,fr,
"Urchin,FemaleChild","Urchin (Female Orphan): I am a young Nord girl, an orphan surviving in the harsh realities of Windhelm.",,NordFemaleChild,FemaleChild,Nord,Female,Human,02AD83,,,en,
"Urchin,MaleChild","Urchin: I'm a Nord boy, one of Skyrim's street urchins, surviving through wit and resourcefulness.",,NordMaleChild,MaleChild,Nord,Male,Human,032EF7,,,en,
"Urchin,MaleChild",Urchin (Male Child): I am an urchin navigating the challenges of Windhelm's streets.,,NordMaleChild,MaleChild,Nord,Male,Human,029D57,,,en,
"Eerika,FemaleSultry","Eerika is humorous, honest, jovial and perhaps a little too lonely.",,NordFemaleSultry,FemaleSultry,Nord,Female,Human,,,?,en,
"Khinara Jade,FemaleEvenToned",Khinara Jade's life began under the shadow of abandonment in Solstheim.,,DunmerFemaleEvenToned,FemaleEvenToned,Nord,Female,Human,,,?,en,
"Neisa,FemaleNeisaVoice","Greetings, adventurer! I am Neisa, your loyal companion on the roads of Tamriel.",,FemaleNeisaVoice,,Nord,Female,Human,,,?,en,
"Tanita,FemaleKhajiit","In the rugged expanse of Skyrim, where the cold bites as fiercely as the dragons, Tanita, a Khajiit of Elsweyr origin, forges her path.",,KhajjitFemale,,Khajiit,Female,Khajiit,2A4C97,2A4C81,?,cs,
"Clare,FemaleYoungEager","I am Clare, a Breton ranger wandering the rugged lands of Skyrim, seeking not only adventure but also the warmth of companionship amidst the cold winds of this northern province.",,,BretonFemaleYoungEager,FemaleYoungEager,Breton,Female,Human,,,???,fr,
"Addict,MaleDrunk","Addict: A troubled Nord, caught in the grip of addiction, struggling to find a way out.",,MaleDrunk,,Nord,Male,Human,46841,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Addict,MaleDrunk","Addict: I'm a rough Nord addict, my life spiraling as I seek the next fix.",,MaleDrunk,,Nord,Male,Human,46840,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Adilya,FemaleYoungEager","I am Adilya, a teenage Altmer navigating the tumultuous world of Skyrim with a sense of curiosity as vast as the Summerset Isles themselves.",,,AltmerFemaleYoungEager,FemaleYoungEager,Altmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",pl,
"Aelwin Traven,Nazir","Aelwin Traven (Redguard Male): Hailing from the vast deserts of Hammerfell, my journey began in the city of Sentinel.",,Nazir,,Redguard,Male,Human,A59,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice
"Aeowyn,FemaleNord","I'm Aeowyn, a Nord from High Rock.",,NordFemale,FemaleNord,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Aganir Balbus,MaleNord","Aganir Balbus (Nord Male): Born amid the snow-covered peaks of Windhelm, I embraced the Nord way of life.",,NordMale,MaleNord,Nord,Male,Human,EA3,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Aganoth,MaleEvenToned","Aganoth (Wood Elf Male): Deep within the ancient forests of Valenwood, I learned the ways of the Bosmer.",,BosmerMale,MaleEvenToned,Bosmer,Male,Elf,B8D,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Aina,FemaleSultry","I am Aina, a sly yet captivating Ayleid, plucked from a distant era and thrust into the tumultuous world of modern-day Skyrim, where I inadvertently lead my mischievous friend Maisa astray, all while weaving intricate tales of Tamriel's history, from the enigmatic White-Gold Tower to the perplexing events of the Dragon Break.",,AyleidFemale,FemaleShrill,Ayleid,Female,Ayleid,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Alana ,FemaleElfHaughty","I'm Alana, and I'm not your typical archer.",,NordFemaleElfHaughty,FemaleElfHaughty,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Aleena,FemaleYoungEager","Within the revered halls of Whiterun Temple, I, Aleena, find solace in prayer and the healing arts, dedicated to the Divines.",,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,330000000,000D64,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Aleron,MaleBrute","I am Aleron, cursed by Peryite, and growing up in the harsh lands of High Rock where the Daedric influence was strong.",,BretonMaleBrute,MaleBrute,Breton,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Alessio Moretti,MaleGuard","In the shadows near Eldergleam Sanctuary, I am Alessio Moretti, an Imperial, operating as a skilled sniper.",,ImperialMaleGuard,MaleGuard,Imperial,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Alexandra,FemaleSultry","Greetings, I am Alexandra, a proud Nord of Skyrim, and my spirit aligns with the untamed wilderness.",,RedguardFemale,,Redguard,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice. Need ID(s) to avoid conflict
"Alicia,FemaleSultry","Alicia, oh, I've got this lengthy and dreadfully dull backstory—yawn, nobody really wants to hear about it.",,SprigganFemale,,Spriggan,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Amarie,FemaleDarkElf","I am Amarie, a skilled spellsword who seamlessly blends one-handed weapons with destruction and restoration magic.",,BosmerFemale,FemaleDarkElf,Bosmer,Female,Elf,0125A5,,"Andagne (Erzebet, Linsha, Rjoda)",hu,
"Amilia Siva,FemaleCommander","In the depths of Falkreath's wilderness, I, Amilia Siva, emerged as a Tengu ranger, my heart entwined with the untamed beauty that surrounded me.",,NordFemaleCommander,FemaleCommander,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Anduniel,Amaleevoice",I am a Bosmer hunter named Anduniel.,,Amalee,andunielvoice,Bosmer,Female,Elf,10BEED,10BEDA,"Andagne (Erzebet, Linsha, Rjoda)",hu,"VA (Anna Castiglioni) is the same (and similar vocal performance) as Amalee from 3DNPC, for which an xVASynth model has been trained"
"Anja,FemaleCommander","I am Anja, a stalwart warrior who wields two-handed weapons and dons heavy armor for maximum protection.",,NordFemaleCommander,FemaleCommander,Nord,Female,Human,00D4D8,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Anja Axe-Hand,FemaleSultry",I am a Nord sailor.,,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Anja Black-Dagger,FemaleNord","Anja Black-Dagger (Nord Female): Blessed by Kyne in the lands of Whiterun, my Nord heritage fuels my courage.",,NordFemale,FemaleNord,Nord,Female,Human,ACE,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Aralas Larethor,MaleEvenToned","As a devout follower of the Nine Divines, I am on a pilgrimage to visit all of the holy sites in Skyrim.",,NordMale,MaleNord,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Arameth,MaleNord","I am Arameth, a Nord ranger and hunter, honing my marksman skills and light armor expertise.",,NordMale,MaleNord,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Aretha Belven,FemaleElfHaughty","Aretha Belven (Dark Elf Female): In the ashen landscapes of Morrowind, I navigated the intrigues of Dunmer society.",,DunmerFemaleHaughty,FeMaleElfHaughty,Dunmer,Female,Elf,2FE,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Arget,MaleGuard","I am Arget, an Imperial male who faced the betrayal of a close friend in the bustling city of Imperial City.",,ImperialMaleGuard,MaleGuard,Imperial,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Ariel,FemaleSultry","I'm Ariel, your spark-happy mage, bringing a jolt of lightning to any situation.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Armion ,MaleElfHaughty","I'm Armion, assigned to Markarth as part of the Thalmor Contingent.",,AltmerMaleHaughty,MaleElfHaughty,Altmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",pl,Unknown voice
"Atirr,MaleKhajiit","I am Atirr, a Khajiit male who overcame skepticism and prejudice growing up in the deserts of Elsweyr.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Atsuka,FemaleCommoner","I'm Atsuka, born in High Rock to a life marked by poverty and injustice.",,BretonFemaleCommoner,FemaleCommoner,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Auresh,FemaleSultry",Auresh's meeting with The Player at Fort DawnGuard was not chance but fate's cruel humor.,,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Avik Tralan,Nazir","Avik Tralan (Redguard Male): Borne of the sands of Hammerfell, I am a Redguard warrior, my skills honed in the relentless heat.",,Nazir,,Redguard,Male,Human,89A,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice
"Avus Tyraim,MaleEvenToned",I am a Dunmer twin to Nathan Tyraim.,,DunmerMale,,Dunmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Axel Zenphire,MaleDunmer","Hailing from the sprawling plains of Whiterun, I, Axel Zenphire, embraced the shadows as a Dragon nightblade.",,DunmerMale,MaleDarkElf,Dunmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Bard,FemaleNord","Bard: As a Nord bard, my words and tunes weave tales of Skyrim's rich history and folklore.",,NordFemale,,Nord,Female,Human,0,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Battle-Born Servant,FemaleShrill","Battle-Born Servant: A shrill Nord servant, my voice cutting through the air with a distinct and demanding tone.",,NordFemaleShrill, FemaleShrill,Nord,Female,Human,59115,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Batto Signirius,MaleSoldier","Batto Signirius (Imperial Male): Trained in the heart of the Imperial City, I, a veteran legionnaire, served the Empire.",,ImperialMaleSoldier,MaleImperial,Imperial,Male,Human,D63,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Bayru Tali,FemaleKhajiit","Riften's lush domain witnessed my transformation into a Panther ranger, Bayru Tali, where my kinship with animals and nature ignited the flame of adventure within me.",,KhajjitFemale,FemaleKhajiit,Khajiit,Female,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Beinir,MaleYoungEager","Beinir: I am Beinir, a Nord teen with dreams and aspirations, navigating the challenges of adolescence.",,NordMale,MaleNord,Nord,Male,Human,0EE19A,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Belnir The Old,MaleNord","Belnir The Old (Nord Male): In the frosty air of Windhelm, my Nord blood courses with tales of valor.",,NordMale,MaleNord,Nord,Male,Human,D60,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Beran Blantene,MaleEvenToned",I am a Breton.,,NordMale,,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Birsa,FemaleYoungEager","Birsa (Young Eager Nord): I am Birsa, a young and eager Nord woman, ready to face the challenges of Skyrim with determination and enthusiasm.",,NordFemaleYoungEager, FemaleYoungEager,Nord,Female,Human,08E3EA,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Bjogor the Wanderer,MaleEvenToned",I am a hardworking merchant who takes pride in my work.,,NordMale,,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Black-Briar Servant,MaleEvenToned","Black-Briar Servant: I'm a well-spoken Nord, serving the influential Black-Briar family with loyalty and discretion.",,NordMaleEvenToned, MaleEvenToned,Nord,Male,Human,035FA0,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Blaise Neuvier,MaleGuard","Markarth's rugged terrain shaped my path as a Goat warrior named Blaise Neuvier, fueled by an unquenchable thirst to stand as Skyrim's mightiest.",,BretonMaleGuard,MaleGuard,Breton,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Bleekius,MaleArgonian","Bleekius (Argonian Male): From the murky swamps of Black Marsh, I emerged as a stealthy Argonian.",,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,B8A,,"Andagne (Erzebet, Linsha, Rjoda)",tr,
"Bothilda,FemaleCondescending","Bothilda: A condescending Nord woman, my words dripping with disdain for those I deem beneath me.",,NordFemaleCondescending, FemaleCondescending,Nord,Female,Human,092A99,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Braenn,FemaleCommander",I am Braenn.,,NordFemaleCommander,FemaleCommander,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Bryling's Servant,FemaleOldGrumpy","Bryling's Servant: I'm a grumpy Elder servant, tending to the needs of my demanding employer with a stoic demeanor.",,ElderFemaleOldGrumpy, FemaleOldGrumpy,Elder,Female,Human,0447DA,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Caitriona,FemaleEvenToned","I am Caitriona, a Whiterun native, molded by the clang of swords and the laughter of market banter.",,ImperialFemaleEvenToned,FemaleEvenToned,Imperial,Female,Human,33000,000D66,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Calindra,FemaleCommander","Solitude's Winking Skeever is my playground, and as Calindra, I navigate its grandeur with a grace reflecting the intricate social tapestry of the Blue Palace.",,RedguardFemaleCommander,FemaleCommander,Redguard,Female,Human,00346F,3480,"Andagne (Erzebet, Linsha, Rjoda)",ar,
"Calvus Attimus,MaleEvenToned","As a scribe, I am responsible for recording the history of Skyrim.",,NordMale,MaleNord,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Carriage Guard,MaleBrute","Carriage Guard: I am a sturdy Nord carriage guard, standing watch and ready for any trouble.",,MaleBrute,MaleBrute,Nord,Male,Human,7971,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Carriage Guard,MaleSlyCynical","Carriage Guard (Sly Cynical Male): I am a carriage guard in Skyrim, my demeanor sly and cynical.",,MaleSlyCynical,MaleSlyCynical,Nord,Male,Human,7973,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Carriage Guard,MaleOldGrumpy","Carriage Guard: I am an older, grizzled Nord carriage guard, my experience evident in every weathered line on my face.",,MaleOldGrumpy,MaleOldGrumpy,Nord,Male,Human,009BE4,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Carriage Guard,FemaleCondescending","Carriage Guard: A female Nord carriage guard, my gaze sharp and my posture resolute.",,NordFemaleCondescending,FemaleCondescending,Nord,Female,Human,00796E,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Carriage Guard,FemaleNord","Carriage Guard: A female Nord guard, standing watch with a stern expression and a strong sense of duty.",,NordFemale,FemaleNord,Nord,Female,Human,7974,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Carriage Guard,FemaleCommander","Carriage Guard: A female commander, leading the Imperial forces with authority and confidence.",,ImperialFemaleCommander,FemaleCommander,Imperial,Female,Human,7972,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Cassia,FemaleChild","Cassia (Imperial Child): I am Cassia, a lively Imperial child in Whiterun, bringing joy and curiosity to the streets.",,ImperialFemaleChild,FemaleChild,Imperial,Female,Human,0EA0E4,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Castious,MaleCoward","I am Castious, an Imperial male who grew up in Solitude, facing the loss of a sibling to the harsh realities of Skyrim's political landscape.",,ImperialMaleCoward,MaleCoward,Imperial,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Cecil Zaraht,FemaleKhajiit","Roaming the icy landscapes of Windhelm, I, Cecil Zaraht, emerged as a Khajiit scout, propelled by an insatiable curiosity to unravel the mysteries of the world.",,KhajjitFemale,FemaleKhajiit,Khajiit,Female,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Cerise Buonorecchi,FemaleElfHaughty","I am Cerise, a resident of The Black Swan Inn in the Reach, due east of Bthardamz.",,AltmerFemaleHaughty,cerisevoice,Altmer,Female,Elf,08D61A,08D07B,"Andagne (Erzebet, Linsha, Rjoda)",pl,"Still Anna Castiglioni voice acted, but different enough performance that FemaleElfHaughty has been assigned."
"Chaconne,FemaleYoungEager","I am Chaconne, an imperial residing in the grandeur of Solitude, my roots stretching from the lowly rags of my upbringing to the heights of opulence among the city's elite.",,ImperialFemaleYoungEager,FemaleYoungEager,Imperial,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Chelsea,FemaleCommoner","I am Chelsea, a Breton ranger wandering the rugged lands of Skyrim, seeking not only adventure but also the warmth of companionship amidst the cold winds of this northern province.",,,BretonFemaleCommoner,FemaleCommoner,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Clemick Lochar,MaleEvenToned","Clemick Lochar (Breton Male): Raised in the magical realms of High Rock, my Breton heritage granted me proficiency in both sword and spell.",,BretonMale,MaleEvenToned,Breton,Male,Human,59E,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Cobalt Haugher,MaleCommander","Winterhold's frigid embrace sculpted my destiny as an Ulfhednar warrior, Cobalt Haugher, on a quest to carve my name as Skyrim's mightiest.",,NordMaleCommander,MaleCommander,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Coco,FemaleSultry","Greetings, I am Coco, a boisterous and adventurous Khajiit, and I make my presence known at Dead Man's Drink in Falkreath.",,KhajjitFemale,,Khajiit,Female,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Constin Valinvius,MaleSoldier","Constin Valinvius (Imperial Male): Born under the banners of the Imperial City, my training in the ways of the Legion instilled discipline and strategy.",,ImperialMaleSoldier,MaleSoldier,Imperial,Male,Human,D70,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Crendal Greenwing,MaleEvenToned","Crendal Greenwing (Breton Male): From the enchanting landscapes of High Rock, I emerged, a Breton adept in both arcane arts and swordplay.",,BretonMale,MaleEvenToned,Breton,Male,Human,70C,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Crethia,Karliah","I am Crethia, the sassy mage who's been known to stir up a bit of magic and mischief at the Winking Skeever in Solitude.",,,Karliah,FemaleUniqueKarliah,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Dalawen,FemaleSultry",I am a skilled warrior who has dedicated my life to mastering the art of combat.,,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Dals   ,MaleDunmer",I am Dals.,,DunmerMale,MaleDarkElf,Dunmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Darion Fleetfoot,MaleCommander","I am Darion Fleetfoot, a bard who performs at the Winking Skeever in Solitude.",,AltmerMaleCommander,darionvoice,Altmer,Male,Elf,10E503,1101A3,"Andagne (Erzebet, Linsha, Rjoda)",pl,Custom voice. MaleCommander sounds kinda close
"Davin Ulrith,MaleElfHaughty","Davin Ulrith (Dark Elf Male): In the ash-laden plains of Morrowind, my Dark Elf lineage forged me.",,DunmerMaleHaughty,MaleElfHaughty,Dunmer,Male,Elf,DB5,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Dawsyn,FemaleSultry","I am Dawsyn, a charismatic Nord bard hailing from Solitude, where my lute and enchanting tales reverberate through the cobbled streets, a reminder of the enduring power of music.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Demi,FemaleSultry","I am Demi, arriving from Cyrodiil with a reputation that's a mix of fame and notoriety, depending on who you ask.",,ImperialFemaleSultry,FemaleSultry,Imperial,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Do'Shanir The Cook,MaleKhajiit","Do'Shanir The Cook (Khajiit Male): From the deserts of Elsweyr, my Khajiit agility and sharp senses served me well as a hunter.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,599,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Do'Virran,MaleKhajiit","Do'Virran (Khajiit Male): Born under the moons of Elsweyr, I, a Khajiit, thrived in the sandy dunes.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,B83,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Dravynea Yenabi,FeMaleElfHaughty","Dravynea Yenabi (Dark Elf Female): Bathed in the glow of Morrowind's Red Mountain, I, a Dark Elf, delved into the mysteries of restoration magic.",,DunmerFemaleHaughty,FemaleElfHaughty,Dunmer,Female,Elf,4EB,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Dreya,FemaleEvenToned","Amidst the rugged beauty of Riverwood, I, Dreya, emerged from a challenging upbringing that tested the limits of resilience.",,NordFemaleEvenToned,FemaleEvenToned,Nord,Female,Human,33000000000,000D62,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Drilnevi Orendas,FemaleElfHaughty","Drilnevi Orendas (Dark Elf Female): Amid the ashen plains of Morrowind, I, a Dark Elf, honed my skills in the arcane arts.",,DunmerFemaleHaughty,FemaleElfHaughty,Dunmer,Female,Elf,DB1,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Drynger Pure-Heart,MaleNord","Drynger Pure-Heart (Nord Male): Blessed by the winds of Sovngarde, I, a Nord of Whiterun, emerged victorious in battles against giants and trolls.",,NordMale,MaleNord,Nord,Male,Human,4EF,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Duunrik Archisse,MaleGuard","In the serene landscapes of Dawnstar, I, Duunrik Archisse, embraced my destiny as a Deer scout, my spirit entwined with the natural wonders that unfolded before me.",,NordMaleGuard,MaleGuard,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Eats-Only-Soup,MaleEvenToned","As an Argonian, I am proud of my heritage and culture.",,NordMale,,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Eileen ,FemaleSultry","My name is Eileen, a once-lively girl from Falkreath whose fate took a dark turn near a gloomy cave.",,BretonFemale,FemaleSultry,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Ejya Sunset-Blade,FemaleNord","Ejya Sunset-Blade (Nord Female): In the northern embrace of Windhelm, my Nord spirit was tempered.",,NordFemale,FemaleNord,Nord,Female,Human,B08,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Ela,FemaleArgonian","I am Ela, a charming and cunning Argonian, and you can find me weaving through the patrons of The Bee and Barb in Riften.",,ArgonianFemale,FemaleArgonian,Argonian,Female,Argonian,,,"Andagne (Erzebet, Linsha, Rjoda)",tr,Unknown voice
"Elandra Firan,FemaleElfHaughty","Elandra Firan (High Elf Female): Born under the golden boughs of Alinor, my High Elf lineage bestowed upon me a deep connection to magic.",,AltmerFemale,FemaleHighElf,Altmer,Female,Elf,D96,,"Andagne (Erzebet, Linsha, Rjoda)",pl,Unknown voice
"Elfrun,FemaleElfHaughty","Elfrun: I am Elfrun, a young Altmer with dreams and ambitions that extend beyond the borders of Skyrim.",,AltmerFemaleHaughty,FemaleElfHaughty,Altmer,Female,Elf,0EE198,,"Andagne (Erzebet, Linsha, Rjoda)",pl,Unknown voice
"Elfwyn ,FemaleNord","Elfwyn here, raised in High Rock.",,NordFemale,FemaleNord,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Eloe Loran,FemaleCommander","Eloe Loran (Imperial Female): Raised within the heart of the Empire, my Imperial roots instilled diplomacy and combat skills.",,ImperialFemale,FemaleCommander,Imperial,Female,Human,490,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Enlir Ninzur,MaleNord","Enlir Ninzur (Nord Male): Bred in the shadow of High Hrothgar, my Nord blood resonates with the ancient traditions.",,NordMale,MaleNord,Nord,Male,Human,82C,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Eomir ,MaleNord","Greetings, I'm Eomir, raised in High Rock.",,NordMale,MaleNord,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Eridor ,MaleEvenToned","I am Eridor, a native of Skyrim and has become an exceptional hunter.",,BosmerMale,MaleEvenToned,Bosmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Erikur's Servant,FemaleCommoner","Erikur's Servant: I'm a common Nord servant, attending to the needs of Erikur and his household with quiet efficiency.",,NordFemaleCommoner, FemaleCommoner,Nord,Female,Human,42781,,"Andagne (Erzebet, Linsha, Rjoda)",en,
